Stemmed Term,Case A-WTDS264 DocFreq,Case A-WTDS402 DocFreq,Case A-WTDS350 DocFreq,Case A-WTDS344 DocFreq,Case A-WTDS343 DocFreq,Case A-WTDS294 DocFreq,Case A-WTDS420 DocFreq,Case A-WTDS335 DocFreq,Case A-WTDS422 DocFreq,Case A-WTDS179 DocFreq,Case A-WTDS383 DocFreq,Case A-WTDS322 DocFreq,Case A-WTDS382 DocFreq,Case A-WTDS219 DocFreq,Case A-WTDS404 DocFreq
basi export,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
basi import,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.028571428571428571,0.0,0.0
basi individu,0.0,0.0,0.041666666666666664,0.052631578947368418,0.0,0.0,0.0,0.0,0.10000000000000001,0.0,0.0,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
basi margin,0.0,0.0,0.041666666666666664,0.052631578947368418,0.0,0.043478260869565216,0.0,0.071428571428571425,0.10000000000000001,0.0,0.0,0.0,0.028571428571428571,0.0,0.058823529411764705
basi methodolog,0.066666666666666666,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.10000000000000001,0.0,0.090909090909090912,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.0
basi multipl,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.052631578947368418,0.028571428571428571,0.0,0.058823529411764705
basi normal,0.066666666666666666,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.0,0.14285714285714285,0.090909090909090912,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.0
basi oblig,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.0,0.0,0.0,0.071428571428571425,0.0,0.0,0.0,0.0,0.028571428571428571,0.0,0.058823529411764705
basi ofth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
basi panel,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.0,0.043478260869565216,0.0,0.0,0.10000000000000001,0.14285714285714285,0.0,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
basi price,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.0,0.043478260869565216,0.0,0.0,0.0,0.14285714285714285,0.0,0.052631578947368418,0.028571428571428571,0.0,0.058823529411764705
basi product,0.066666666666666666,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.0,0.0,0.071428571428571425,0.10000000000000001,0.0,0.090909090909090912,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
basi prospect,0.0,0.0,0.041666666666666664,0.052631578947368418,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.052631578947368418,0.028571428571428571,0.0,0.0
basi requir,0.0,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.052631578947368418,0.028571428571428571,0.0,0.0
basi text,0.0,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.14285714285714285,0.0,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
basi thi,0.066666666666666666,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.0,0.10000000000000001,0.14285714285714285,0.0,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
basi thu,0.0,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.14285714285714285,0.090909090909090912,0.052631578947368418,0.028571428571428571,0.0,0.058823529411764705
basi total,0.0,0.0,0.041666666666666664,0.052631578947368418,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.0
basi transactiontotransact,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.14285714285714285,0.0,0.052631578947368418,0.0,0.0,0.058823529411764705
basi unit,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.14285714285714285,0.0,0.052631578947368418,0.028571428571428571,0.0,0.058823529411764705
basi usdoc,0.066666666666666666,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052631578947368418,0.0,0.0,0.058823529411764705
basi wa,0.0,0.0,0.041666666666666664,0.052631578947368418,0.0,0.0,0.0,0.0,0.10000000000000001,0.14285714285714285,0.0,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.0
basi zero,0.066666666666666666,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.0,0.043478260869565216,0.0,0.0,0.0,0.14285714285714285,0.090909090909090912,0.0,0.028571428571428571,0.0,0.058823529411764705
basic principl,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.0,0.043478260869565216,0.0,0.0,0.0,0.14285714285714285,0.0,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.0
bear burden,0.066666666666666666,0.1111111111111111,0.041666666666666664,0.0,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.0,0.0,0.090909090909090912,0.052631578947368418,0.0,0.050000000000000003,0.058823529411764705
bear mind,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.0,0.14285714285714285,0.0,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
bear thereof,0.0,0.0,0.041666666666666664,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.052631578947368418,0.0,0.0,0.0
becaus antidump,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.14285714285714285,0.0,0.052631578947368418,0.028571428571428571,0.0,0.058823529411764705
becaus appel,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.052631578947368418,0.0,0.0,0.0
becaus articl,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.0,0.14285714285714285,0.0,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
becaus assess,0.0,0.0,0.041666666666666664,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
becaus calcul,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.14285714285714285,0.0,0.052631578947368418,0.0,0.0,0.058823529411764705
becaus did,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.0,0.043478260869565216,0.0,0.0,0.0,0.14285714285714285,0.0,0.052631578947368418,0.028571428571428571,0.0,0.0
becaus doe,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.14285714285714285,0.0,0.052631578947368418,0.028571428571428571,0.0,0.0
becaus dump,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.14285714285714285,0.0,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.0
becaus export,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.0,0.043478260869565216,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.028571428571428571,0.0,0.058823529411764705
becaus fail,0.066666666666666666,0.0,0.041666666666666664,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.14285714285714285,0.090909090909090912,0.052631578947368418,0.0,0.050000000000000003,0.058823529411764705
becaus import,0.0,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.0,0.0,0.0,0.0,0.028571428571428571,0.050000000000000003,0.0
becaus onli,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.050000000000000003,0.0
becaus panel,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
becaus price,0.066666666666666666,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.0
becaus result,0.0,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.0,0.14285714285714285,0.0,0.052631578947368418,0.028571428571428571,0.0,0.0
becaus thi,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.0,0.043478260869565216,0.0,0.0,0.0,0.14285714285714285,0.0,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
becaus unit,0.066666666666666666,0.1111111111111111,0.041666666666666664,0.0,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.0,0.14285714285714285,0.0,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
becaus usdoc,0.066666666666666666,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.10000000000000001,0.0,0.090909090909090912,0.052631578947368418,0.028571428571428571,0.0,0.058823529411764705
becaus use,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.14285714285714285,0.0,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
becaus wa,0.066666666666666666,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.0,0.0,0.071428571428571425,0.10000000000000001,0.14285714285714285,0.090909090909090912,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
becaus zero,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.14285714285714285,0.0,0.052631578947368418,0.028571428571428571,0.0,0.058823529411764705
bed linen,0.066666666666666666,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.10000000000000001,0.0,0.090909090909090912,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
beef rice,0.0,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.052631578947368418,0.0,0.0,0.058823529411764705
befor appel,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.0,0.0,0.0,0.052631578947368418,0.0,0.050000000000000003,0.0
befor includ,0.066666666666666666,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.10000000000000001,0.0,0.090909090909090912,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
befor investig,0.066666666666666666,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.14285714285714285,0.0,0.052631578947368418,0.0,0.050000000000000003,0.058823529411764705
befor panel,0.066666666666666666,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.10000000000000001,0.14285714285714285,0.090909090909090912,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
befor parti,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.071428571428571425,0.10000000000000001,0.0,0.090909090909090912,0.0,0.0,0.0,0.0
befor sum,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.071428571428571425,0.10000000000000001,0.0,0.090909090909090912,0.0,0.0,0.0,0.0
befor thi,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.0,0.14285714285714285,0.0,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
befor wa,0.066666666666666666,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.10000000000000001,0.14285714285714285,0.090909090909090912,0.052631578947368418,0.028571428571428571,0.0,0.0
began analysi,0.0,0.1111111111111111,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.10000000000000001,0.0,0.090909090909090912,0.052631578947368418,0.0,0.050000000000000003,0.0
behaviour export,0.0,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.052631578947368418,0.0,0.050000000000000003,0.0
believ panel,0.066666666666666666,0.0,0.041666666666666664,0.0,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.0,0.0,0.0,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
believ thi,0.066666666666666666,0.0,0.041666666666666664,0.0,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.0,0.14285714285714285,0.0,0.052631578947368418,0.0,0.050000000000000003,0.0
benefit accru,0.066666666666666666,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.10000000000000001,0.14285714285714285,0.090909090909090912,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
benefit agreement,0.066666666666666666,0.1111111111111111,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.10000000000000001,0.14285714285714285,0.090909090909090912,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
better understand,0.0,0.1111111111111111,0.0,0.052631578947368418,0.0,0.043478260869565216,0.0,0.071428571428571425,0.0,0.0,0.0,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
beverag ii,0.066666666666666666,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.0,0.0,0.071428571428571425,0.0,0.0,0.090909090909090912,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.0
bia zero,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.052631578947368418,0.028571428571428571,0.0,0.058823529411764705
bind respect,0.066666666666666666,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.0,0.0,0.0,0.071428571428571425,0.0,0.0,0.0,0.052631578947368418,0.028571428571428571,0.0,0.058823529411764705
blous india,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.10000000000000001,0.14285714285714285,0.0,0.052631578947368418,0.0,0.050000000000000003,0.058823529411764705
bodi address,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.14285714285714285,0.0,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.0
bodi adopt,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.10000000000000001,0.14285714285714285,0.090909090909090912,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
bodi agre,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.052631578947368418,0.028571428571428571,0.0,0.058823529411764705
bodi analysi,0.0,0.0,0.041666666666666664,0.0,0.0,0.043478260869565216,0.0,0.071428571428571425,0.0,0.0,0.0,0.052631578947368418,0.028571428571428571,0.0,0.058823529411764705
bodi appel,0.0,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.0,0.043478260869565216,0.0,0.071428571428571425,0.0,0.0,0.0,0.052631578947368418,0.028571428571428571,0.0,0.058823529411764705
bodi appli,0.0,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.0,0.10000000000000001,0.14285714285714285,0.0,0.052631578947368418,0.0,0.0,0.0
bodi approach,0.0,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.052631578947368418,0.0,0.0,0.058823529411764705
bodi articl,0.066666666666666666,0.0,0.041666666666666664,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.028571428571428571,0.050000000000000003,0.0
bodi base,0.0,0.0,0.041666666666666664,0.052631578947368418,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.052631578947368418,0.0,0.0,0.058823529411764705
bodi case,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.0,0.0,0.0,0.052631578947368418,0.028571428571428571,0.0,0.0
bodi certain,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.052631578947368418,0.0,0.050000000000000003,0.0
bodi circul,0.066666666666666666,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.14285714285714285,0.071428571428571425,0.10000000000000001,0.14285714285714285,0.090909090909090912,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
bodi clarifi,0.066666666666666666,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.052631578947368418,0.028571428571428571,0.0,0.058823529411764705
bodi conclud,0.066666666666666666,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.10000000000000001,0.14285714285714285,0.090909090909090912,0.052631578947368418,0.028571428571428571,0.0,0.058823529411764705
bodi conclus,0.0,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.10000000000000001,0.0,0.090909090909090912,0.052631578947368418,0.028571428571428571,0.0,0.058823529411764705
bodi confirm,0.0,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.0
bodi consid,0.066666666666666666,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.10000000000000001,0.0,0.090909090909090912,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
bodi decis,0.066666666666666666,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.10000000000000001,0.14285714285714285,0.0,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
bodi did,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.14285714285714285,0.0,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
bodi dismiss,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.052631578947368418,0.028571428571428571,0.0,0.0
bodi disput,0.066666666666666666,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.0,0.0,0.071428571428571425,0.10000000000000001,0.0,0.090909090909090912,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
bodi dsb,0.066666666666666666,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.14285714285714285,0.071428571428571425,0.10000000000000001,0.14285714285714285,0.090909090909090912,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
bodi ec,0.066666666666666666,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.14285714285714285,0.0,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
bodi establish,0.0,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.0,0.0,0.0,0.052631578947368418,0.0,0.0,0.0
bodi european,0.066666666666666666,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.0
bodi explain,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.0,0.0,0.0,0.052631578947368418,0.028571428571428571,0.0,0.058823529411764705
bodi expressli,0.0,0.0,0.041666666666666664,0.052631578947368418,0.0,0.043478260869565216,0.0,0.0,0.0,0.14285714285714285,0.0,0.052631578947368418,0.028571428571428571,0.0,0.0
bodi follow,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.0
bodi ha,0.066666666666666666,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.10000000000000001,0.14285714285714285,0.090909090909090912,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
bodi held,0.066666666666666666,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.10000000000000001,0.14285714285714285,0.090909090909090912,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
bodi indic,0.0,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.0,0.043478260869565216,0.0,0.071428571428571425,0.0,0.14285714285714285,0.090909090909090912,0.052631578947368418,0.028571428571428571,0.0,0.058823529411764705
bodi interpret,0.066666666666666666,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.10000000000000001,0.0,0.090909090909090912,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
bodi issu,0.0,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.0,0.0,0.0,0.0,0.10000000000000001,0.14285714285714285,0.090909090909090912,0.0,0.0,0.050000000000000003,0.0
bodi jurisprud,0.0,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.10000000000000001,0.0,0.090909090909090912,0.0,0.028571428571428571,0.0,0.058823529411764705
bodi note,0.0,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.10000000000000001,0.14285714285714285,0.090909090909090912,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
bodi observ,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.0,0.043478260869565216,0.0,0.0,0.0,0.14285714285714285,0.0,0.052631578947368418,0.028571428571428571,0.0,0.058823529411764705
bodi panel,0.066666666666666666,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.052631578947368418,0.028571428571428571,0.0,0.058823529411764705
bodi previou,0.0,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.10000000000000001,0.0,0.090909090909090912,0.052631578947368418,0.028571428571428571,0.0,0.058823529411764705
bodi prior,0.0,0.0,0.041666666666666664,0.052631578947368418,0.0,0.0,0.0,0.071428571428571425,0.0,0.0,0.0,0.052631578947368418,0.028571428571428571,0.0,0.058823529411764705
bodi pursuant,0.0,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050000000000000003,0.058823529411764705
bodi reach,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.090909090909090912,0.052631578947368418,0.028571428571428571,0.0,0.0
bodi reason,0.066666666666666666,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.10000000000000001,0.14285714285714285,0.090909090909090912,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
bodi recogn,0.0,0.0,0.041666666666666664,0.052631578947368418,0.0,0.043478260869565216,0.0,0.0,0.0,0.14285714285714285,0.0,0.052631578947368418,0.0,0.050000000000000003,0.058823529411764705
bodi recommend,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
bodi refer,0.0,0.0,0.041666666666666664,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.052631578947368418,0.0,0.0,0.058823529411764705
bodi regard,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.028571428571428571,0.050000000000000003,0.0
bodi reject,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.0,0.0,0.0,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
bodi reli,0.0,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.10000000000000001,0.0,0.090909090909090912,0.052631578947368418,0.028571428571428571,0.0,0.0
bodi report,0.066666666666666666,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.14285714285714285,0.071428571428571425,0.10000000000000001,0.14285714285714285,0.090909090909090912,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
bodi request,0.066666666666666666,0.0,0.0,0.052631578947368418,0.0,0.043478260869565216,0.0,0.071428571428571425,0.0,0.14285714285714285,0.090909090909090912,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
bodi resolv,0.0,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.0,0.0,0.0,0.0,0.10000000000000001,0.0,0.090909090909090912,0.052631578947368418,0.028571428571428571,0.0,0.058823529411764705
bodi revers,0.066666666666666666,0.0,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.14285714285714285,0.0,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.0
bodi rule,0.066666666666666666,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.10000000000000001,0.0,0.090909090909090912,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
bodi softwood,0.0,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.0,0.0,0.090909090909090912,0.052631578947368418,0.0,0.0,0.0
bodi state,0.066666666666666666,0.1111111111111111,0.041666666666666664,0.052631578947368418,0.043478260869565216,0.043478260869565216,0.0,0.071428571428571425,0.10000000000000001,0.14285714285714285,0.090909090909090912,0.052631578947368418,0.028571428571428571,0.050000000000000003,0.058823529411764705
