Stemmed Term,mean case doc freq over all A cases,median case doc freq over all A cases,SD of case doc freq over all A cases
bodi reli,0.042393769888049063,0.043478260869565216,0.037082816273821644
bodi report,0.073140735340896865,0.058823529411764705,0.035178569154329958
bodi request,0.04386652324059781,0.050000000000000003,0.039633397477399399
bodi resolv,0.035756332304319918,0.028571428571428571,0.039145220043299456
bodi revers,0.034798772293051471,0.041666666666666664,0.037471421640488722
bodi rule,0.054093116293277822,0.052631578947368418,0.030658526191923635
bodi softwood,0.033822341316620499,0.041666666666666664,0.036156987991351593
bodi state,0.063616925817087361,0.052631578947368418,0.034342996751146028
bodi statement,0.039937272137433671,0.043478260869565216,0.034831851004264072
bodi therefor,0.045727103221382397,0.043478260869565216,0.035327973134140794
bodi thi,0.050759782959944481,0.052631578947368418,0.033508032257529075
bodi unit,0.034798772293051471,0.041666666666666664,0.037471421640488722
bodi upheld,0.042828552496744714,0.043478260869565216,0.037131183677195791
bodi uphold,0.034699176899338421,0.043478260869565216,0.032400446045751014
bodi use,0.04341678779086236,0.043478260869565216,0.037309597813293877
bodi wa,0.061712163912325452,0.052631578947368418,0.036928873971687995
bodi went,0.019043078711270933,0.0,0.024478323413911901
bodi wto,0.04158377971071469,0.041666666666666664,0.042930094238313558
bodi zero,0.036603938804100324,0.043478260869565216,0.03111904905662069
bodi –,0.037500608453630395,0.043478260869565216,0.034788398419209561
bodyat meet,0.0,0.0,0.0
bodyreport –,0.0,0.0,0.0
bodyth follow,0.0,0.0,0.0
bond direct,0.0075810904071773625,0.0,0.015450356702545459
bond requir,0.0075810904071773625,0.0,0.015450356702545459
border protect,0.011623431981488247,0.0,0.02005108461593149
bound follow,0.034140170688158299,0.028571428571428571,0.037291344926767854
brazil agre,0.010914423740510696,0.0,0.018539915724644793
brazil argu,0.023336783988957898,0.0,0.037480872401181003
brazil assert,0.010914423740510696,0.0,0.018539915724644793
brazil canada,0.015810359231411861,0.0,0.037563142922742716
brazil challeng,0.011937441643323997,0.0,0.020615702040537958
brazil claim,0.01246031746031746,0.0,0.02186014549812728
brazil doe,0.0080158730158730162,0.0,0.016509844212114457
brazil ha,0.012898550724637681,0.0,0.022822704124387441
brazil note,0.010914423740510696,0.0,0.018539915724644793
brazil panel,0.019401209759266024,0.0,0.024974110357397158
brazil recal,0.013812974465148379,0.0,0.019951912230134188
brazil refer,0.012777777777777777,0.0,0.022664810292574427
brazil request,0.010914423740510696,0.0,0.018539915724644793
brazil submit,0.018574879227053139,0.0,0.024165822587612809
brazil therefor,0.010914423740510696,0.0,0.018539915724644793
brazil unit,0.0075810904071773625,0.0,0.015450356702545459
brazil view,0.013812974465148379,0.0,0.019951912230134188
brazil –,0.012058214590183898,0.0,0.020794045982391367
brazilian export,0.025200138026224981,0.0,0.039095862136962888
brazilstatu report,0.0,0.0,0.0
brazilth follow,0.0,0.0,0.0
brazilwtds382th unit,0.0,0.0,0.0
breach articl,0.043482245682407217,0.043478260869565216,0.035988510183065349
breach oblig,0.056186585259811808,0.050000000000000003,0.040672713196662109
brief summari,0.039720425673447614,0.041666666666666664,0.042194542310440453
bring measur,0.063616925817087361,0.052631578947368418,0.034342996751146028
bthird parti,0.0,0.0,0.0
burden proof,0.063616925817087361,0.052631578947368418,0.034342996751146028
burden prove,0.046127748327909855,0.043478260869565216,0.039255809787173808
byrd amend,0.016528095601322144,0.0,0.023991231497411572
byth unit,0.0,0.0,0.0
calcul accord,0.03538700758716911,0.041666666666666664,0.037773476510893446
calcul antidump,0.056950259150420686,0.052631578947368418,0.03628437669713068
calcul articl,0.031139250513325088,0.0,0.039747995217755898
calcul assess,0.026297980672055247,0.028571428571428571,0.025837773717867406
calcul averag,0.02648668773382732,0.0,0.039349707059441186
calcul base,0.033306807085915983,0.041666666666666664,0.038695027155453345
calcul basi,0.060718375092449678,0.052631578947368418,0.037600660337940142
calcul comparison,0.027956667029893575,0.0,0.038498673846550306
calcul dump,0.073140735340896865,0.058823529411764705,0.035178569154329958
calcul dumpingmargin,0.0,0.0,0.0
calcul dure,0.016005219784328679,0.0,0.022955920452575877
calcul export,0.03538700758716911,0.041666666666666664,0.037773476510893446
calcul final,0.054222986423147948,0.052631578947368418,0.039607973510729422
calcul individu,0.031319229446164429,0.028571428571428571,0.032777839689767801
calcul investig,0.06028359248375402,0.052631578947368418,0.03775945559528144
calcul maintain,0.01304855275443511,0.0,0.022953748806161502
calcul margin,0.063616925817087361,0.052631578947368418,0.034342996751146028
calcul methodolog,0.052794414994576523,0.050000000000000003,0.039347225822119435
calcul modelspecif,0.017489177489177488,0.0,0.035382136441547821
calcul normal,0.032923239471227085,0.028571428571428571,0.038855564774963131
calcul ofth,0.0,0.0,0.0
calcul origin,0.015621652169639785,0.0,0.022937990629125993
calcul overal,0.061712163912325445,0.052631578947368418,0.042094001925724968
calcul prior,0.019731927858862842,0.0,0.038759369134835464
calcul product,0.033958436158597692,0.043478260869565216,0.025926028441648926
calcul rate,0.029979769685652035,0.0,0.039670882807262553
calcul respect,0.025534306781446369,0.0,0.030959448762068933
calcul result,0.041882396256470833,0.043478260869565216,0.03894287645968602
calcul singl,0.03538700758716911,0.041666666666666664,0.037773476510893446
calcul thedump,0.0,0.0,0.0
calcul themargin,0.0,0.0,0.0
calcul thi,0.040583694957769527,0.043478260869565216,0.03758747549127324
calcul usdoc,0.032488456862531441,0.041666666666666664,0.033005890300508947
calcul use,0.059672721872883396,0.052631578947368418,0.040647948329738157
calcul wa,0.035147227973314925,0.0,0.044644434744361486
calcul weight,0.073140735340896865,0.058823529411764705,0.035178569154329958
calcul weightedaverag,0.052330376109485009,0.043478260869565216,0.042900480681573108
calcul zero,0.025186869560944136,0.0,0.030471292121391907
canada appel,0.033534110082097696,0.028571428571428571,0.036276116698547946
canada challeng,0.022900306321358945,0.0,0.035149203919424922
canada para,0.040200776748764364,0.041666666666666664,0.038614212373005725
canada wtds264abr,0.048855021055182579,0.052631578947368418,0.035469831419143553
canada wtds264r,0.027444274938554111,0.0,0.033215755002535645
canada –,0.050533189907264485,0.052631578947368418,0.040101638885243172
cannedwarmwat shrimp,0.0,0.0,0.0
carbon steel,0.053006055206216734,0.050000000000000003,0.041674703165642306
carbonqu steel,0.015931132178271766,0.0,0.037648896352852693
care consid,0.055045497245658777,0.052631578947368418,0.038411710113844755
care consider,0.033482245682407208,0.041666666666666664,0.038776194875836174
care studi,0.019948774322848896,0.0,0.024708352355747566
carri object,0.023775727196779829,0.0,0.035956844303333631
carrier bag,0.025961010666893023,0.0,0.040642395633651678
case 2the,0.0,0.0,0.0
case 3the,0.0,0.0,0.0
case 4the,0.0,0.0,0.0
case 5the,0.0,0.0,0.0
case 6the,0.0,0.0,0.0
case absenc,0.061712163912325452,0.052631578947368418,0.036928873971687995
case ani,0.034306891838861146,0.0,0.044068524065184592
case antidump,0.039037801237962765,0.043478260869565216,0.036954462964449028
case appel,0.050148912349073878,0.050000000000000003,0.036573649143247809
case applic,0.061712163912325452,0.052631578947368418,0.036928873971687995
case articl,0.058203391982500893,0.052631578947368418,0.039997823221483174
case assess,0.022083651156877701,0.0,0.025019945604453135
case becaus,0.034798772293051471,0.041666666666666664,0.037471421640488722
case befor,0.043459312532539075,0.043478260869565216,0.041289941416047506
case brazil,0.020438233264320219,0.0,0.03749234534387872
case case,0.046621367868507457,0.043478260869565216,0.046011609973208037
case cite,0.057556319756481282,0.052631578947368418,0.036916941165647497
case concern,0.022217681885874103,0.0,0.038445128797561914
case differ,0.037960827629019853,0.041666666666666664,0.039987220475561136
case doe,0.033306807085915983,0.041666666666666664,0.038695027155453345
case dump,0.027868573821595761,0.0,0.038237320066025614
case ec,0.032294245715298341,0.0,0.03787615494550383
case european,0.037437951812026381,0.043478260869565216,0.034126572427602232
case export,0.063616925817087361,0.052631578947368418,0.034342996751146028
case fact,0.028391449638589226,0.0,0.038707769619290254
case ha,0.049895864269938833,0.050000000000000003,0.04147087193106512
case hand,0.030843038969973955,0.0,0.040388101456741189
case howev,0.035821790195864768,0.041666666666666664,0.037901423495352159
case includ,0.030777608271887445,0.041666666666666664,0.032800611320832625
case inconsist,0.040889653089814612,0.043478260869565216,0.042139477959156374
case infring,0.060108153887262795,0.052631578947368418,0.037800691867984175
case investig,0.035821790195864768,0.041666666666666664,0.037901423495352159
case involv,0.042618976398085297,0.043478260869565216,0.040837953080392494
case issu,0.031702797060853327,0.028571428571428571,0.038357929365551741
case law,0.036640140419249317,0.041666666666666664,0.038626930907593122
case legal,0.018910066442035751,0.0,0.031501136743652763
case list,0.013083735909822865,0.0,0.029893574684569404
case margin,0.034922968702077596,0.041666666666666664,0.040517930264081001
case measur,0.021220381872555781,0.0,0.031009961720170447
case merit,0.028391449638589226,0.0,0.038707769619290254
case nondump,0.011700083542188804,0.0,0.020065267708649432
case note,0.043722817143869767,0.041666666666666664,0.044506209310321683
case nullif,0.057330376109485014,0.052631578947368418,0.040489130687598109
case number,0.021059885433960011,0.0,0.026354641493631446
case onli,0.02547091300288231,0.0,0.039178311171843234
case origin,0.0095978971298664398,0.0,0.019501937428671626
case panel,0.049190306684585863,0.043478260869565216,0.041580372935090086
case refer,0.03076712454623344,0.028571428571428571,0.037658439218685648
case regard,0.038720340920502451,0.043478260869565216,0.036694382395131189
case relat,0.02337020086448004,0.0,0.025572049546765552
case requir,0.029798035156091422,0.0,0.03916699399779313
case result,0.038954616448895626,0.043478260869565216,0.039926711219466907
case subject,0.026237090310316853,0.0,0.043953665070809105
case therefor,0.04120783403392099,0.041666666666666664,0.045621615374867752
case thi,0.056950259150420686,0.052631578947368418,0.03628437669713068
case titl,0.054093116293277822,0.052631578947368418,0.030658526191923635
case unit,0.053634751129030302,0.050000000000000003,0.039600801163209604
case use,0.04662136786850745,0.043478260869565216,0.042952990685040805
case violat,0.063616925817087361,0.052631578947368418,0.034342996751146028
case wa,0.039973473752582651,0.043478260869565216,0.037461016324981534
case zero,0.028784753158827732,0.0,0.03429881796724054
cash deposit,0.06573332793348946,0.052631578947368418,0.037989251443687568
cash depositr,0.0,0.0,0.0
cashdeposit rate,0.011502659034628344,0.0,0.019863428622166102
cast iron,0.026297980672055247,0.028571428571428571,0.025837773717867406
categori product,0.054093116293277822,0.052631578947368418,0.030658526191923635
caus dump,0.027096908939014199,0.0,0.039678077839120349
caus injuri,0.038720340920502451,0.043478260869565216,0.036694382395131189
caus materi,0.027455777123969342,0.0,0.037933126084414591
caus threaten,0.034798772293051471,0.041666666666666664,0.037471421640488722
causal link,0.032894010388289562,0.041666666666666664,0.0384528842186194
ceil antidump,0.018520202894277468,0.0,0.023520490214180154
ceil total,0.021418753618915147,0.0,0.023737571761286397
cement mexico,0.038720340920502451,0.043478260869565216,0.036694382395131189
central element,0.03044966422877313,0.041666666666666664,0.026711047875679583
certain antidump,0.042154937512993783,0.041666666666666664,0.044164939445744039
certain aspect,0.043452989406011354,0.043478260869565216,0.043057321143694705
certain circumst,0.038720340920502451,0.043478260869565216,0.036694382395131189
certain condit,0.031900221568413788,0.028571428571428571,0.03835901344142699
certain corrosionresist,0.043006055206216733,0.043478260869565216,0.046213390897799453
certain cuttolength,0.015931132178271766,0.0,0.037648896352852693
certain ec,0.020830518324797497,0.0,0.022897838002742487
certain export,0.055956470330544898,0.052631578947368418,0.040364193357995341
certain frozen,0.01824869078066009,0.0,0.032101284365689604
certain hotrol,0.029196531396692926,0.041666666666666664,0.025154737865358476
certain issu,0.042206179700458875,0.043478260869565216,0.040703140609112939
certain legal,0.02337020086448004,0.0,0.025572049546765552
certain matter,0.045368235036427257,0.050000000000000003,0.037371212015458857
certain measur,0.037250361624436193,0.041666666666666664,0.038802042503126286
certain methodolog,0.020471650139842361,0.0,0.025592647429892902
certain orang,0.0058263305322128851,0.0,0.015847906761904028
certain pasta,0.015200138026224981,0.0,0.03703059150163536
certain product,0.025274962769241946,0.028571428571428571,0.024813182629185086
certain provis,0.038720340920502451,0.043478260869565216,0.036694382395131189
certain sale,0.021223155929038281,0.0,0.040047039098526138
certain shrimp,0.052318224518386046,0.052631578947368418,0.041440384129587851
certain situat,0.038720340920502451,0.043478260869565216,0.036694382395131189
certain softwood,0.016528095601322144,0.0,0.023991231497411572
certain stainless,0.023217766638819269,0.0,0.044101448332857833
certain transact,0.029196531396692926,0.041666666666666664,0.025154737865358476
certain type,0.024623333696560237,0.0,0.027372454981698546
cfr section,0.038503494456516393,0.028571428571428571,0.04739625317084814
cfr §,0.026201907154929097,0.0,0.039573968754912384
chairman disput,0.066474068674230197,0.052631578947368418,0.038750876392414098
chairman disputesettl,0.0,0.0,0.0
chairman dsb,0.018520202894277468,0.0,0.023520490214180154
chairman member,0.046708713256700882,0.050000000000000003,0.042776628316259634
chairman panelth,0.0,0.0,0.0
chairman relev,0.018520202894277468,0.0,0.023520490214180154
chairperson disput,0.02450256074970034,0.0,0.042331469631360606
challeng continu,0.0086041083099906625,0.0,0.018077951685279221
challeng european,0.021243315022423923,0.0,0.023514917529131703
challeng measur,0.059172481372642909,0.052631578947368418,0.037800473914674053
challeng onli,0.044605508384617278,0.043478260869565216,0.041501603614858537
challeng panel,0.025274962769241946,0.028571428571428571,0.024813182629185086
challeng practic,0.030037885990907932,0.0,0.044027630983215493
challeng thi,0.052794414994576523,0.050000000000000003,0.039347225822119435
challeng unit,0.03700316920333073,0.041666666666666664,0.0395538770999075
challeng use,0.037180743133765071,0.041666666666666664,0.036409424104117211
challeng wto,0.021418753618915147,0.0,0.023737571761286397
challeng zero,0.028044012418086992,0.0,0.03834434717584595
chang circumst,0.029472583846658417,0.0,0.03873457489386576
chapeau articl,0.038720340920502451,0.043478260869565216,0.036694382395131189
charact ensur,0.017497184991464167,0.0,0.022031870769123916
characterist ani,0.028391449638589226,0.0,0.038707769619290254
china european,0.026006975381049954,0.0,0.034826246124916568
circul accord,0.073140735340896865,0.058823529411764705,0.035178569154329958
circul inaccord,0.0,0.0,0.0
circul member,0.034798772293051471,0.041666666666666664,0.037471421640488722
circul memberspursu,0.0,0.0,0.0
circul pursuant,0.073140735340896865,0.058823529411764705,0.035178569154329958
circul wto,0.043482245682407217,0.043478260869565216,0.035988510183065349
circumst articl,0.042199856573931153,0.043478260869565216,0.042494746145152307
circumst provid,0.040859378353657529,0.043478260869565216,0.038685105412075843
circumst review,0.019948774322848896,0.0,0.024708352355747566
circumst sunset,0.013106669059691,0.0,0.022030266130483575
circumst thi,0.050889653089814614,0.050000000000000003,0.037671833386096996
citationappel bodi,0.0,0.0,0.0
cite abov,0.023929179882201824,0.0,0.031234788162160045
cite appel,0.045451419825494402,0.043478260869565216,0.042980258602262067
cite panel,0.030196616149638089,0.028571428571428571,0.032950140696084554
cite thi,0.048032510232671764,0.050000000000000003,0.03174782247650073
claim address,0.038720340920502451,0.043478260869565216,0.036694382395131189
claim ani,0.029535240488262431,0.0,0.039331605326219231
claim argument,0.030408256361278301,0.0,0.039445690833562648
claim articl,0.050889653089814614,0.050000000000000003,0.037671833386096996
claim base,0.035821790195864768,0.041666666666666664,0.037901423495352159
claim becaus,0.035821790195864768,0.041666666666666664,0.037901423495352159
claim befor,0.044758013831240374,0.043478260869565216,0.037322328081511348
claim complain,0.049018291550260863,0.050000000000000003,0.046456763792759113
claim concern,0.038720340920502451,0.043478260869565216,0.036694382395131189
claim consid,0.040726366084422358,0.041666666666666664,0.043537045728587957
claim depend,0.022964647338721913,0.0,0.025790165646326836
claim inconsist,0.054093116293277822,0.052631578947368418,0.030658526191923635
claim legal,0.037074923027944968,0.041666666666666664,0.038737997958999355
claim measur,0.035399159178268073,0.041666666666666664,0.033796886702254669
claim panel,0.041577483777645315,0.043478260869565216,0.037453566302743144
claim present,0.034452055699195294,0.041666666666666664,0.03549961438666404
claim rais,0.046127748327909855,0.043478260869565216,0.039255809787173808
claim regard,0.056209518409679943,0.052631578947368418,0.03527037636499164
claim relat,0.036815579015740542,0.043478260869565216,0.037893718125677919
claim respect,0.052794414994576523,0.050000000000000003,0.039347225822119435
claim set,0.021615440989515563,0.0,0.026866048081250388
claim thi,0.050889653089814614,0.050000000000000003,0.037671833386096996
claim unit,0.06028359248375402,0.052631578947368418,0.03775945559528144
claim usdoc,0.032235408783396396,0.028571428571428571,0.034504252917375133
claim use,0.038720340920502451,0.043478260869565216,0.036694382395131189
claim violat,0.050889653089814621,0.050000000000000003,0.041125124610233918
claim wa,0.036792645865872407,0.041666666666666664,0.042957123914442785
claim zero,0.030372054746129314,0.028571428571428571,0.033061930213535325
clarifi exist,0.039778541978703515,0.043478260869565216,0.041662180702580917
claus articl,0.032371134571296103,0.041666666666666664,0.038041215568424061
clear articl,0.038872846367125534,0.041666666666666664,0.04195643465553088
clear term,0.019890658017593002,0.0,0.025550732090653255
clear text,0.059695357189636374,0.052631578947368418,0.037846248146555225
clear thi,0.031900221568413788,0.028571428571428571,0.03835901344142699
clear unit,0.022159565580618212,0.0,0.038995241806440269
clearli establish,0.021059885433960011,0.0,0.026354641493631446
clearli indic,0.032894010388289562,0.041666666666666664,0.0384528842186194
close resembl,0.015358868184955143,0.0,0.02287475868807852
close statement,0.023964732091667072,0.0,0.033623628646219046
code wa,0.026486687733827324,0.0,0.039349707059441186
codifi titl,0.015742425116499689,0.0,0.023079139625887417
cogent reason,0.03224756037449536,0.0,0.039828208535605647
coil belgium,0.02260754543363239,0.0,0.043752177773606182
coil stainless,0.033283873936047842,0.0,0.043663770036366463
collect antidump,0.066474068674230197,0.052631578947368418,0.038750876392414098
collect antidumpingduti,0.0,0.0,0.0
collect cash,0.02450256074970034,0.0,0.042331469631360606
collect duti,0.044780946981108509,0.043478260869565216,0.0373011189532301
collect import,0.021418753618915147,0.0,0.023737571761286397
collect time,0.018520202894277468,0.0,0.023520490214180154
collectedunit state,0.0,0.0,0.0
comment thi,0.038979684932706878,0.041666666666666664,0.041015816195600512
comment unit,0.040148912349073883,0.043478260869565216,0.037513687172837797
commerc anoth,0.043482245682407217,0.043478260869565216,0.035988510183065349
commerc determin,0.01304855275443511,0.0,0.022953748806161502
commerc did,0.020667600373482729,0.0,0.039700277795290617
commerc doc,0.027305037957211866,0.0,0.040239285535407163
commerc ha,0.024217780170802113,0.0,0.027594757521030057
commerc issu,0.013015873015873017,0.0,0.029119955036110794
commerc publish,0.013756613756613755,0.0,0.031377044322957445
commerc usdoc,0.060283592483754006,0.052631578947368418,0.03775945559528144
commerc use,0.046295179422114405,0.052631578947368418,0.048059980924814824
commerc wa,0.0083660130718954239,0.0,0.02137724559138262
commerceorganización mundial,0.0,0.0,0.0
commiss usitc,0.045228277428438948,0.043478260869565216,0.048062163641470659
committe shall,0.018520202894277468,0.0,0.023520490214180154
commonli refer,0.035451419825494393,0.028571428571428571,0.042696577060624859
commun agre,0.020471650139842361,0.0,0.025592647429892902
commun antidump,0.019925841172980758,0.0,0.031923497299459529
commun argu,0.02337020086448004,0.0,0.025572049546765552
commun articl,0.035192796439936024,0.041666666666666664,0.036946074799125414
commun circul,0.035704467904629431,0.041666666666666664,0.038053995367978675
commun claim,0.016440002393024334,0.0,0.023526801474153137
commun consid,0.031294160962353178,0.041666666666666664,0.031398213218761892
commun date,0.073140735340896865,0.058823529411764705,0.035178569154329958
commun did,0.010914423740510696,0.0,0.018539915724644793
commun doe,0.015416984490211035,0.0,0.021941834302714992
commun ec,0.020178889252115795,0.0,0.025535778553077686
commun fail,0.015829781187837455,0.0,0.022683779040288683
commun ha,0.016027205695397912,0.0,0.022823331115768793
commun herebi,0.0091851004322400197,0.0,0.018495156722037828
commun japan,0.050971423171584714,0.043478260869565216,0.044637408734955933
commun note,0.021477590550817095,0.0,0.028439493574929985
commun panel,0.04379970599986753,0.043478260869565216,0.044627078955226239
commun point,0.020471650139842361,0.0,0.025592647429892902
commun refer,0.015416984490211035,0.0,0.021941834302714989
commun request,0.021477590550817095,0.0,0.028439493574929985
commun submit,0.028132105626384803,0.041666666666666664,0.027364515232615995
commun thi,0.020471650139842361,0.0,0.025592647429892902
commun unit,0.020830518324797497,0.0,0.022897838002742487
commun use,0.022789208742230685,0.0,0.025595978125355474
commun view,0.018925756420035595,0.0,0.023358412919151011
commun written,0.012518433765573352,0.0,0.020890006578426355
commun –,0.04386652324059781,0.050000000000000003,0.039633397477399399
communitiesth follow,0.0,0.0,0.0
compani concern,0.016440002393024334,0.0,0.02352680147415314
compani provid,0.028671971203940511,0.0,0.038565495153651645
compar articl,0.028979684932706872,0.0,0.039096771522877556
compar averag,0.038526129773269351,0.028571428571428571,0.045027169068515442
compar differ,0.023708909956049542,0.0,0.039649601772632069
compar export,0.073140735340896865,0.058823529411764705,0.035178569154329958
compar exporttransact,0.0,0.0,0.0
compar normal,0.047991102365176924,0.050000000000000003,0.043033275671677494
compar price,0.056950259150420686,0.052631578947368418,0.03628437669713068
compar transact,0.059695357189636374,0.052631578947368418,0.037846248146555225
compar weight,0.060718375092449678,0.052631578947368418,0.037600660337940142
compar weightedaverag,0.038566888235080456,0.041666666666666664,0.040844826439133619
comparableexport transact,0.0,0.0,0.0
comparison aggreg,0.050759782959944481,0.052631578947368418,0.033508032257529075
comparison antidump,0.03596797251596013,0.028571428571428571,0.041570865316214997
comparison articl,0.035821790195864768,0.041666666666666664,0.037901423495352159
comparison averag,0.024940794014020554,0.0,0.038178901437528022
comparison becaus,0.02648668773382732,0.0,0.039349707059441186
comparison calcul,0.021853536227610802,0.0,0.024192994774845815
comparison case,0.019043078711270933,0.0,0.024478323413911901
comparison compar,0.035821790195864768,0.041666666666666664,0.037901423495352159
comparison determin,0.031878235657344559,0.028571428571428571,0.038447128868555551
comparison disregard,0.018520202894277468,0.0,0.023520490214180154
comparison export,0.056950259150420686,0.052631578947368418,0.03628437669713068
comparison howev,0.029995459663651882,0.0,0.03917765535572821
comparison includ,0.035821790195864768,0.041666666666666664,0.037901423495352159
comparison individu,0.029710679084753659,0.0,0.039428247446798341
comparison intermedi,0.022964647338721913,0.0,0.025790165646326836
comparison investig,0.057385041759116337,0.052631578947368418,0.040507049353839197
comparison languag,0.032488456862531441,0.028571428571428571,0.038698217786292864
comparison margin,0.035103684771876989,0.041666666666666664,0.033374481270239634
comparison market,0.037929166350218986,0.0,0.049873910418206976
comparison mean,0.022376412044604266,0.0,0.025055738157884786
comparison method,0.026297980672055247,0.028571428571428571,0.025837773717867406
comparison methodolog,0.063616925817087361,0.052631578947368418,0.034342996751146028
comparison multipl,0.028566888235080457,0.0,0.038811136007739132
comparison normal,0.063616925817087361,0.052631578947368418,0.034342996751146028
comparison normalvalu,0.0,0.0,0.0
comparison oblig,0.022789208742230685,0.0,0.025595978125355474
comparison order,0.037272996941189157,0.041666666666666664,0.039481707356173824
comparison origin,0.026180658380819909,0.028571428571428571,0.02601815713840212
comparison paragraph,0.059695357189636374,0.052631578947368418,0.037846248146555225
comparison price,0.038566888235080456,0.041666666666666664,0.040844826439133619
comparison product,0.043229197603272172,0.043478260869565216,0.040914548731197618
comparison purpos,0.031531519063488375,0.0,0.041718520687518017
comparison requir,0.035821790195864768,0.041666666666666664,0.037901423495352159
comparison result,0.043917028291102861,0.043478260869565216,0.040387488611088769
comparison shall,0.035821790195864768,0.041666666666666664,0.037901423495352159
comparison subgroup,0.044933452427731599,0.043478260869565216,0.037352729065390403
comparison thi,0.033884348552540772,0.028571428571428571,0.039563673807729544
comparison thu,0.028979684932706872,0.0,0.039096771522877556
comparison unit,0.028566888235080457,0.0,0.038811136007739132
comparison usdoc,0.04725101103011993,0.043478260869565216,0.035805216682920561
comparison use,0.040583694957769527,0.043478260869565216,0.03758747549127324
comparison wa,0.059695357189636374,0.052631578947368418,0.037846248146555225
comparison weight,0.063616925817087361,0.052631578947368418,0.034342996751146028
comparison weightedaverag,0.03660746068068723,0.028571428571428571,0.042599048372270347
comparison zero,0.019043078711270933,0.0,0.024478323413911901
complain member,0.032923239471227085,0.028571428571428571,0.038855564774963131
complain parti,0.063616925817087361,0.052631578947368418,0.034342996751146028
complaint respect,0.019513991714153241,0.0,0.02422844770889146
complaint suffici,0.039720425673447614,0.041666666666666664,0.042194542310440453
complet analysi,0.029196531396692926,0.041666666666666664,0.025154737865358476
complet work,0.038002235496514679,0.043478260869565216,0.032062107329958671
compli articl,0.029414467541402527,0.0,0.039291366783099142
compli oblig,0.031248592495732083,0.0,0.040169709909713809
compli requir,0.030408256361278301,0.0,0.039445690833562648
complianc articl,0.026899484431453739,0.0,0.0396531223330438
compos panel,0.036009380383454949,0.041666666666666664,0.034019153545854962
composit panel,0.068378830578992106,0.052631578947368418,0.039639606054813675
composit term,0.029196531396692926,0.041666666666666664,0.025154737865358476
comput program,0.052940597314671885,0.052631578947368418,0.04283527663876293
comput programm,0.047861232235306805,0.052631578947368418,0.035813716594076686
concept dump,0.022964647338721913,0.0,0.025790165646326836
concept fair,0.025058116305255892,0.0,0.038856016034151002
concept margin,0.01269387236206458,0.0,0.021212607180909216
concept product,0.027726552100626675,0.028571428571428571,0.027638415918605892
concern antidump,0.050754576707598649,0.050000000000000003,0.046435352727629657
concern articl,0.029196531396692926,0.041666666666666664,0.025154737865358476
concern certain,0.038678933053007625,0.043478260869565216,0.03885064966517067
concern continu,0.012112880239815223,0.0,0.020947394971072317
concern determin,0.025274962769241946,0.028571428571428571,0.024813182629185086
concern final,0.015613671860811447,0.0,0.026520591115646454
concern import,0.033044012418086993,0.028571428571428571,0.03888535789192582
concern imposit,0.034275896476058006,0.041666666666666664,0.037075721501088933
concern matter,0.027868573821595761,0.0,0.038237320066025614
concern measur,0.017909981689090585,0.0,0.022733140319225159
concern meat,0.041402045181154076,0.043478260869565216,0.041625175483823974
concern panel,0.056774820553929455,0.052631578947368418,0.040642779848770093
concern product,0.026297980672055247,0.028571428571428571,0.025837773717867406
concern regard,0.033705388079462648,0.041666666666666664,0.032344495977307174
concern thi,0.037074923027944968,0.041666666666666664,0.038737997958999355
concern unit,0.052505814705976241,0.050000000000000003,0.038816634776404145
concern use,0.038720340920502451,0.043478260869565216,0.036694382395131189
concern zero,0.05218835438851592,0.050000000000000003,0.038679808962768375
conclud articl,0.036815579015740542,0.043478260869565216,0.037893718125677919
conclud extent,0.053441487220596127,0.050000000000000003,0.038977214451745325
conclud measur,0.046968084462363634,0.043478260869565216,0.039651511405124136
conclud thi,0.039973473752582651,0.043478260869565216,0.040932097278760932
conclud unit,0.046599381957438214,0.043478260869565216,0.04609211834998627
conclud usdoc,0.038065910597879907,0.028571428571428571,0.040487296073096132
conclud wa,0.035942563142724669,0.043478260869565216,0.03792273611371625
conclud zero,0.022964647338721913,0.0,0.025790165646326836
conclus appel,0.030372054746129314,0.028571428571428571,0.033061930213535325
conclus articl,0.032894010388289562,0.041666666666666664,0.0384528842186194
conclus drawn,0.033306807085915983,0.041666666666666664,0.038695027155453345
conclus earlier,0.046315338515500043,0.043478260869565216,0.035467406358664307
conclus margin,0.014598634266826485,0.0,0.021269949346598614
conclus panel,0.031365843566005094,0.041666666666666664,0.033216546662490881
conclus reach,0.036139250513325089,0.041666666666666664,0.038177387106390487
conclus regard,0.025274962769241946,0.028571428571428571,0.024813182629185086
conclus thi,0.057556319756481282,0.052631578947368418,0.036916941165647497
conclus wa,0.029995459663651882,0.0,0.03917765535572821
conclus zero,0.026979586647778869,0.0,0.039798131556390726
condit articl,0.025141950500006765,0.0,0.031788129313563847
condit competit,0.013454106280193239,0.0,0.022884813140037496
condit met,0.035821790195864768,0.041666666666666664,0.037901423495352159
condit set,0.032894010388289562,0.041666666666666664,0.0384528842186194
condit term,0.028391449638589226,0.0,0.038707769619290254
conduct accord,0.033841834494008412,0.028571428571428571,0.040637568881579975
conduct antidump,0.036815579015740542,0.043478260869565216,0.037893718125677919
conduct articl,0.017321746394972939,0.0,0.021760201604648168
conduct examin,0.029196531396692926,0.041666666666666664,0.025154737865358476
